sample_id,protocol,scenario,client_name,client_ip,server_name,server_ip,client_buffer_bytes,server_buffer_bytes,duration,avg_bps,total_bytes,total_packets,total_lost_or_retrans,packet_loss_rate,avg_jitter_ms,avg_rtt_ms,bdp_bytes,congestion_level,recommended_buffer_bytes,file_path
3761,tcp,A,server06-2,192.168.200.36,leaf07,192.168.200.13,1048576,131072,30,235000000.0,881250000,608598,0,0.0,0.0,6.210945,182446,medium,364892,./data/tcp_test_realistic/A/iperf_tcp_sample_003761_server06-2_to_leaf07_A.json
3762,tcp,A,server06-2,192.168.200.36,leaf07,192.168.200.13,1048576,131072,30,241810629.38,906789860,626236,64,0.0,0.0,6.065282,183331,high,366662,./data/tcp_test_realistic/A/iperf_tcp_sample_003762_server06-2_to_leaf07_A.json
3763,tcp,A,server06-2,192.168.200.36,leaf08,192.168.200.14,1048576,131072,30,238313763.53,893676613,617179,89,0.0,0.0,6.113115,182104,high,364208,./data/tcp_test_realistic/A/iperf_tcp_sample_003763_server06-2_to_leaf08_A.json
3764,tcp,A,server06-2,192.168.200.36,leaf08,192.168.200.14,1048576,131072,30,235000000.0,881250000,608598,0,0.0,0.0,6.245372,183457,medium,366914,./data/tcp_test_realistic/A/iperf_tcp_sample_003764_server06-2_to_leaf08_A.json
3765,tcp,A,server06-2,192.168.200.36,leaf08,192.168.200.14,1048576,131072,30,222121388.02,832955205,575245,199,0.0,0.0,6.450876,179109,high,358218,./data/tcp_test_realistic/A/iperf_tcp_sample_003765_server06-2_to_leaf08_A.json
3766,tcp,A,server06-2,192.168.200.36,server01-1,192.168.200.15,1048576,2097152,30,235000000.0,881250000,608598,0,0.0,0.0,8.143653,239219,medium,478438,./data/tcp_test_realistic/A/iperf_tcp_sample_003766_server06-2_to_server01-1_A.json
3767,tcp,A,server06-2,192.168.200.36,server01-1,192.168.200.15,1048576,2097152,30,235000000.0,881250000,608598,0,0.0,0.0,8.516284,250165,medium,500330,./data/tcp_test_realistic/A/iperf_tcp_sample_003767_server06-2_to_server01-1_A.json
3768,tcp,A,server06-2,192.168.200.36,server01-1,192.168.200.15,1048576,2097152,30,235000000.0,881250000,608598,0,0.0,0.0,8.065935,236936,medium,473872,./data/tcp_test_realistic/A/iperf_tcp_sample_003768_server06-2_to_server01-1_A.json
3769,tcp,A,server06-2,192.168.200.36,server01-2,192.168.200.16,1048576,65536,30,218964720.29,821117701,567070,277,0.0,0.0,8.717451,238601,high,477202,./data/tcp_test_realistic/A/iperf_tcp_sample_003769_server06-2_to_server01-2_A.json
3770,tcp,A,server06-2,192.168.200.36,server01-2,192.168.200.16,1048576,65536,30,236230764.71,885865367,611785,147,0.0,0.0,8.194798,241982,high,483964,./data/tcp_test_realistic/A/iperf_tcp_sample_003770_server06-2_to_server01-2_A.json
3771,tcp,A,server06-2,192.168.200.36,server01-2,192.168.200.16,1048576,65536,30,212238148.79,795893057,549649,204,0.0,0.0,8.996886,238685,high,477370,./data/tcp_test_realistic/A/iperf_tcp_sample_003771_server06-2_to_server01-2_A.json
3772,tcp,A,server06-2,192.168.200.36,server01-3,192.168.200.17,1048576,2097152,30,235000000.0,881250000,608598,0,0.0,0.0,8.030625,235899,medium,471798,./data/tcp_test_realistic/A/iperf_tcp_sample_003772_server06-2_to_server01-3_A.json
3773,tcp,A,server06-2,192.168.200.36,server01-3,192.168.200.17,1048576,2097152,30,235000000.0,881250000,608598,0,0.0,0.0,8.157317,239621,medium,479242,./data/tcp_test_realistic/A/iperf_tcp_sample_003773_server06-2_to_server01-3_A.json
3774,tcp,A,server06-2,192.168.200.36,server01-3,192.168.200.17,1048576,2097152,30,235000000.0,881250000,608598,0,0.0,0.0,8.242172,242113,medium,484226,./data/tcp_test_realistic/A/iperf_tcp_sample_003774_server06-2_to_server01-3_A.json
3775,tcp,A,server06-2,192.168.200.36,server01-4,192.168.200.18,1048576,2097152,30,221197995.46,829492482,572853,298,0.0,0.0,8.634217,238733,high,477466,./data/tcp_test_realistic/A/iperf_tcp_sample_003775_server06-2_to_server01-4_A.json
3776,tcp,A,server06-2,192.168.200.36,server01-4,192.168.200.18,1048576,2097152,30,235000000.0,881250000,608598,0,0.0,0.0,8.564514,251582,medium,503164,./data/tcp_test_realistic/A/iperf_tcp_sample_003776_server06-2_to_server01-4_A.json
3777,tcp,A,server06-2,192.168.200.36,server01-4,192.168.200.18,1048576,2097152,30,206762238.22,775358393,535468,596,0.0,0.0,9.257313,239257,high,478514,./data/tcp_test_realistic/A/iperf_tcp_sample_003777_server06-2_to_server01-4_A.json
3778,tcp,A,server06-2,192.168.200.36,server02-1,192.168.200.19,1048576,1048576,30,226551626.42,849568599,586718,250,0.0,0.0,8.453624,239397,high,478794,./data/tcp_test_realistic/A/iperf_tcp_sample_003778_server06-2_to_server02-1_A.json
3779,tcp,A,server06-2,192.168.200.36,server02-1,192.168.200.19,1048576,1048576,30,213355110.6,800081664,552542,167,0.0,0.0,8.947448,238622,high,477244,./data/tcp_test_realistic/A/iperf_tcp_sample_003779_server06-2_to_server02-1_A.json
3780,tcp,A,server06-2,192.168.200.36,server02-1,192.168.200.19,1048576,1048576,30,235000000.0,881250000,608598,0,0.0,0.0,8.657847,254324,medium,508648,./data/tcp_test_realistic/A/iperf_tcp_sample_003780_server06-2_to_server02-1_A.json
3781,tcp,A,server06-2,192.168.200.36,server02-2,192.168.200.20,1048576,65536,30,223922487.37,839709327,579909,204,0.0,0.0,8.538989,239008,high,478016,./data/tcp_test_realistic/A/iperf_tcp_sample_003781_server06-2_to_server02-2_A.json
3782,tcp,A,server06-2,192.168.200.36,server02-2,192.168.200.20,1048576,65536,30,235000000.0,881250000,608598,0,0.0,0.0,8.463963,248628,medium,497256,./data/tcp_test_realistic/A/iperf_tcp_sample_003782_server06-2_to_server02-2_A.json
3783,tcp,A,server06-2,192.168.200.36,server02-2,192.168.200.20,1048576,65536,30,235163923.75,881864714,609022,120,0.0,0.0,8.218977,241600,high,483200,./data/tcp_test_realistic/A/iperf_tcp_sample_003783_server06-2_to_server02-2_A.json
3784,tcp,A,server06-2,192.168.200.36,server02-3,192.168.200.21,1048576,1048576,30,248740084.94,932775318,644181,50,0.0,0.0,8.005088,248898,high,497796,./data/tcp_test_realistic/A/iperf_tcp_sample_003784_server06-2_to_server02-3_A.json
3785,tcp,A,server06-2,192.168.200.36,server02-3,192.168.200.21,1048576,1048576,30,235000000.0,881250000,608598,0,0.0,0.0,8.318004,244341,medium,488682,./data/tcp_test_realistic/A/iperf_tcp_sample_003785_server06-2_to_server02-3_A.json
3786,tcp,A,server06-2,192.168.200.36,server02-3,192.168.200.21,1048576,1048576,30,235000000.0,881250000,608598,0,0.0,0.0,8.59931,252604,medium,505208,./data/tcp_test_realistic/A/iperf_tcp_sample_003786_server06-2_to_server02-3_A.json
3787,tcp,A,server06-2,192.168.200.36,server02-4,192.168.200.22,1048576,524288,30,235000000.0,881250000,608598,0,0.0,0.0,8.41266,247121,medium,494242,./data/tcp_test_realistic/A/iperf_tcp_sample_003787_server06-2_to_server02-4_A.json
3788,tcp,A,server06-2,192.168.200.36,server02-4,192.168.200.22,1048576,524288,30,223681396.52,838805236,579285,287,0.0,0.0,8.547137,238979,high,477958,./data/tcp_test_realistic/A/iperf_tcp_sample_003788_server06-2_to_server02-4_A.json
3789,tcp,A,server06-2,192.168.200.36,server02-4,192.168.200.22,1048576,524288,30,229150810.91,859315540,593449,171,0.0,0.0,8.375518,239907,high,479814,./data/tcp_test_realistic/A/iperf_tcp_sample_003789_server06-2_to_server02-4_A.json
3790,tcp,A,server06-2,192.168.200.36,server03-1,192.168.200.23,1048576,65536,30,223179508.08,836923155,577985,189,0.0,0.0,8.564273,238921,high,477842,./data/tcp_test_realistic/A/iperf_tcp_sample_003790_server06-2_to_server03-1_A.json
3791,tcp,A,server06-2,192.168.200.36,server03-1,192.168.200.23,1048576,65536,30,235000000.0,881250000,608598,0,0.0,0.0,8.616105,253098,medium,506196,./data/tcp_test_realistic/A/iperf_tcp_sample_003791_server06-2_to_server03-1_A.json
3792,tcp,A,server06-2,192.168.200.36,server03-1,192.168.200.23,1048576,65536,30,231322182.43,867458184,599073,112,0.0,0.0,8.315072,240432,high,480864,./data/tcp_test_realistic/A/iperf_tcp_sample_003792_server06-2_to_server03-1_A.json
3793,tcp,A,server06-2,192.168.200.36,server03-2,192.168.200.24,1048576,65536,30,235000000.0,881250000,608598,0,0.0,0.0,8.446757,248123,medium,496246,./data/tcp_test_realistic/A/iperf_tcp_sample_003793_server06-2_to_server03-2_A.json
3794,tcp,A,server06-2,192.168.200.36,server03-2,192.168.200.24,1048576,65536,30,235000000.0,881250000,608598,0,0.0,0.0,8.462007,248571,medium,497142,./data/tcp_test_realistic/A/iperf_tcp_sample_003794_server06-2_to_server03-2_A.json
3795,tcp,A,server06-2,192.168.200.36,server03-2,192.168.200.24,1048576,65536,30,235000000.0,881250000,608598,0,0.0,0.0,8.754683,257168,medium,514336,./data/tcp_test_realistic/A/iperf_tcp_sample_003795_server06-2_to_server03-2_A.json
3796,tcp,A,server06-2,192.168.200.36,server03-3,192.168.200.25,1048576,65536,30,235000000.0,881250000,608598,0,0.0,0.0,8.648321,254044,medium,508088,./data/tcp_test_realistic/A/iperf_tcp_sample_003796_server06-2_to_server03-3_A.json
3797,tcp,A,server06-2,192.168.200.36,server03-3,192.168.200.25,1048576,65536,30,219647025.38,823676345,568837,224,0.0,0.0,8.691524,238633,high,477266,./data/tcp_test_realistic/A/iperf_tcp_sample_003797_server06-2_to_server03-3_A.json
3798,tcp,A,server06-2,192.168.200.36,server03-3,192.168.200.25,1048576,65536,30,235000000.0,881250000,608598,0,0.0,0.0,8.54861,251115,medium,502230,./data/tcp_test_realistic/A/iperf_tcp_sample_003798_server06-2_to_server03-3_A.json
3799,tcp,A,server06-2,192.168.200.36,server03-4,192.168.200.26,1048576,131072,30,235000000.0,881250000,608598,0,0.0,0.0,8.622915,253298,medium,506596,./data/tcp_test_realistic/A/iperf_tcp_sample_003799_server06-2_to_server03-4_A.json
3800,tcp,A,server06-2,192.168.200.36,server03-4,192.168.200.26,1048576,131072,30,246281599.77,923555999,637814,50,0.0,0.0,8.026089,247084,high,494168,./data/tcp_test_realistic/A/iperf_tcp_sample_003800_server06-2_to_server03-4_A.json
3801,tcp,A,server06-2,192.168.200.36,server03-4,192.168.200.26,1048576,131072,30,235000000.0,881250000,608598,0,0.0,0.0,8.628286,253455,medium,506910,./data/tcp_test_realistic/A/iperf_tcp_sample_003801_server06-2_to_server03-4_A.json
3802,tcp,A,server06-2,192.168.200.36,server04-1,192.168.200.27,1048576,131072,30,212587582.01,797203432,550554,220,0.0,0.0,8.981287,238663,high,477326,./data/tcp_test_realistic/A/iperf_tcp_sample_003802_server06-2_to_server04-1_A.json
3803,tcp,A,server06-2,192.168.200.36,server04-1,192.168.200.27,1048576,131072,30,210216479.15,788311796,544414,300,0.0,0.0,9.089509,238845,high,477690,./data/tcp_test_realistic/A/iperf_tcp_sample_003803_server06-2_to_server04-1_A.json
3804,tcp,A,server06-2,192.168.200.36,server04-1,192.168.200.27,1048576,131072,30,237504856.97,890643213,615085,114,0.0,0.0,8.167384,242474,high,484948,./data/tcp_test_realistic/A/iperf_tcp_sample_003804_server06-2_to_server04-1_A.json
3805,tcp,A,server06-2,192.168.200.36,server04-2,192.168.200.28,1048576,1048576,30,239555370.59,898332639,620395,117,0.0,0.0,8.126695,243349,high,486698,./data/tcp_test_realistic/A/iperf_tcp_sample_003805_server06-2_to_server04-2_A.json
3806,tcp,A,server06-2,192.168.200.36,server04-2,192.168.200.28,1048576,1048576,30,208109363.16,780410111,538957,270,0.0,0.0,9.19042,239076,high,478152,./data/tcp_test_realistic/A/iperf_tcp_sample_003806_server06-2_to_server04-2_A.json
3807,tcp,A,server06-2,192.168.200.36,server04-2,192.168.200.28,1048576,1048576,30,235000000.0,881250000,608598,0,0.0,0.0,8.427592,247560,medium,495120,./data/tcp_test_realistic/A/iperf_tcp_sample_003807_server06-2_to_server04-2_A.json
3808,tcp,A,server06-2,192.168.200.36,server04-3,192.168.200.29,1048576,1048576,30,235000000.0,881250000,608598,0,0.0,0.0,8.086911,237553,medium,475106,./data/tcp_test_realistic/A/iperf_tcp_sample_003808_server06-2_to_server04-3_A.json
3809,tcp,A,server06-2,192.168.200.36,server04-3,192.168.200.29,1048576,1048576,30,243190827.49,911965603,629810,52,0.0,0.0,8.065573,245184,high,490368,./data/tcp_test_realistic/A/iperf_tcp_sample_003809_server06-2_to_server04-3_A.json
3810,tcp,A,server06-2,192.168.200.36,server04-3,192.168.200.29,1048576,1048576,30,214752569.58,805322135,556161,187,0.0,0.0,8.887315,238571,high,477142,./data/tcp_test_realistic/A/iperf_tcp_sample_003810_server06-2_to_server04-3_A.json
3811,tcp,A,server06-2,192.168.200.36,server04-4,192.168.200.30,1048576,65536,30,235000000.0,881250000,608598,0,0.0,0.0,8.442325,247993,medium,495986,./data/tcp_test_realistic/A/iperf_tcp_sample_003811_server06-2_to_server04-4_A.json
3812,tcp,A,server06-2,192.168.200.36,server04-4,192.168.200.30,1048576,65536,30,235000000.0,881250000,608598,0,0.0,0.0,8.55122,251192,medium,502384,./data/tcp_test_realistic/A/iperf_tcp_sample_003812_server06-2_to_server04-4_A.json
3813,tcp,A,server06-2,192.168.200.36,server04-4,192.168.200.30,1048576,65536,30,235000000.0,881250000,608598,0,0.0,0.0,8.149354,239387,medium,478774,./data/tcp_test_realistic/A/iperf_tcp_sample_003813_server06-2_to_server04-4_A.json
3814,tcp,A,server06-2,192.168.200.36,server05-1,192.168.200.31,1048576,1048576,30,235000000.0,881250000,608598,0,0.0,0.0,8.770396,257630,medium,515260,./data/tcp_test_realistic/A/iperf_tcp_sample_003814_server06-2_to_server05-1_A.json
3815,tcp,A,server06-2,192.168.200.36,server05-1,192.168.200.31,1048576,1048576,30,235000000.0,881250000,608598,0,0.0,0.0,8.186432,240476,medium,480952,./data/tcp_test_realistic/A/iperf_tcp_sample_003815_server06-2_to_server05-1_A.json
3816,tcp,A,server06-2,192.168.200.36,server05-1,192.168.200.31,1048576,1048576,30,234775631.56,880408618,608017,72,0.0,0.0,8.228051,241468,high,482936,./data/tcp_test_realistic/A/iperf_tcp_sample_003816_server06-2_to_server05-1_A.json
3817,tcp,A,server06-2,192.168.200.36,server05-2,192.168.200.32,1048576,131072,30,235000000.0,881250000,608598,0,0.0,0.0,8.414825,247185,medium,494370,./data/tcp_test_realistic/A/iperf_tcp_sample_003817_server06-2_to_server05-2_A.json
3818,tcp,A,server06-2,192.168.200.36,server05-2,192.168.200.32,1048576,131072,30,235000000.0,881250000,608598,0,0.0,0.0,8.687766,255203,medium,510406,./data/tcp_test_realistic/A/iperf_tcp_sample_003818_server06-2_to_server05-2_A.json
3819,tcp,A,server06-2,192.168.200.36,server05-2,192.168.200.32,1048576,131072,30,235000000.0,881250000,608598,0,0.0,0.0,8.125628,238690,medium,477380,./data/tcp_test_realistic/A/iperf_tcp_sample_003819_server06-2_to_server05-2_A.json
3820,tcp,A,server06-2,192.168.200.36,server05-3,192.168.200.33,1048576,2097152,30,235000000.0,881250000,608598,0,0.0,0.0,8.429162,247606,medium,495212,./data/tcp_test_realistic/A/iperf_tcp_sample_003820_server06-2_to_server05-3_A.json
3821,tcp,A,server06-2,192.168.200.36,server05-3,192.168.200.33,1048576,2097152,30,235000000.0,881250000,608598,0,0.0,0.0,8.05501,236615,medium,473230,./data/tcp_test_realistic/A/iperf_tcp_sample_003821_server06-2_to_server05-3_A.json
3822,tcp,A,server06-2,192.168.200.36,server05-3,192.168.200.33,1048576,2097152,30,210026985.89,787601197,543923,497,0.0,0.0,9.0984,238863,high,477726,./data/tcp_test_realistic/A/iperf_tcp_sample_003822_server06-2_to_server05-3_A.json
3823,tcp,A,server06-2,192.168.200.36,server05-4,192.168.200.34,1048576,2097152,30,235000000.0,881250000,608598,0,0.0,0.0,8.164542,239833,medium,479666,./data/tcp_test_realistic/A/iperf_tcp_sample_003823_server06-2_to_server05-4_A.json
3824,tcp,A,server06-2,192.168.200.36,server05-4,192.168.200.34,1048576,2097152,30,235000000.0,881250000,608598,0,0.0,0.0,8.567737,251677,medium,503354,./data/tcp_test_realistic/A/iperf_tcp_sample_003824_server06-2_to_server05-4_A.json
3825,tcp,A,server06-2,192.168.200.36,server05-4,192.168.200.34,1048576,2097152,30,235000000.0,881250000,608598,0,0.0,0.0,8.482968,249187,medium,498374,./data/tcp_test_realistic/A/iperf_tcp_sample_003825_server06-2_to_server05-4_A.json
3826,tcp,A,server06-2,192.168.200.36,server06-1,192.168.200.35,1048576,2097152,30,211259995.47,792224982,547116,382,0.0,0.0,4.520596,119377,high,238754,./data/tcp_test_realistic/A/iperf_tcp_sample_003826_server06-2_to_server06-1_A.json
3827,tcp,A,server06-2,192.168.200.36,server06-1,192.168.200.35,1048576,2097152,30,249752681.53,936572555,646804,50,0.0,0.0,4.00022,124883,high,249766,./data/tcp_test_realistic/A/iperf_tcp_sample_003827_server06-2_to_server06-1_A.json
3828,tcp,A,server06-2,192.168.200.36,server06-1,192.168.200.35,1048576,2097152,30,235000000.0,881250000,608598,0,0.0,0.0,4.002977,117587,medium,235174,./data/tcp_test_realistic/A/iperf_tcp_sample_003828_server06-2_to_server06-1_A.json
3829,tcp,A,server06-2,192.168.200.36,server06-3,192.168.200.37,1048576,524288,30,235000000.0,881250000,608598,0,0.0,0.0,4.025588,118251,medium,236502,./data/tcp_test_realistic/A/iperf_tcp_sample_003829_server06-2_to_server06-3_A.json
3830,tcp,A,server06-2,192.168.200.36,server06-3,192.168.200.37,1048576,524288,30,235000000.0,881250000,608598,0,0.0,0.0,4.323026,126988,medium,253976,./data/tcp_test_realistic/A/iperf_tcp_sample_003830_server06-2_to_server06-3_A.json
3831,tcp,A,server06-2,192.168.200.36,server06-3,192.168.200.37,1048576,524288,30,247434268.88,927878508,640800,50,0.0,0.0,4.007438,123947,high,247894,./data/tcp_test_realistic/A/iperf_tcp_sample_003831_server06-2_to_server06-3_A.json
3832,tcp,A,server06-2,192.168.200.36,server06-4,192.168.200.38,1048576,131072,30,215992302.07,809971132,559372,291,0.0,0.0,4.417778,119275,high,238550,./data/tcp_test_realistic/A/iperf_tcp_sample_003832_server06-2_to_server06-4_A.json
3833,tcp,A,server06-2,192.168.200.36,server06-4,192.168.200.38,1048576,131072,30,242557146.39,909589298,628169,75,0.0,0.0,4.037578,122417,high,244834,./data/tcp_test_realistic/A/iperf_tcp_sample_003833_server06-2_to_server06-4_A.json
3834,tcp,A,server06-2,192.168.200.36,server06-4,192.168.200.38,1048576,131072,30,235000000.0,881250000,608598,0,0.0,0.0,4.352398,127851,medium,255702,./data/tcp_test_realistic/A/iperf_tcp_sample_003834_server06-2_to_server06-4_A.json
3835,tcp,A,server06-2,192.168.200.36,server07-1,192.168.200.39,1048576,524288,30,235000000.0,881250000,608598,0,0.0,0.0,8.560253,251457,medium,502914,./data/tcp_test_realistic/A/iperf_tcp_sample_003835_server06-2_to_server07-1_A.json
3836,tcp,A,server06-2,192.168.200.36,server07-1,192.168.200.39,1048576,524288,30,230107025.08,862901344,595926,135,0.0,0.0,8.348358,240126,high,480252,./data/tcp_test_realistic/A/iperf_tcp_sample_003836_server06-2_to_server07-1_A.json
3837,tcp,A,server06-2,192.168.200.36,server07-1,192.168.200.39,1048576,524288,30,239069271.56,896509768,619136,118,0.0,0.0,8.135951,243131,high,486262,./data/tcp_test_realistic/A/iperf_tcp_sample_003837_server06-2_to_server07-1_A.json
3838,tcp,A,server06-2,192.168.200.36,server07-2,192.168.200.40,1048576,1048576,30,235000000.0,881250000,608598,0,0.0,0.0,8.199308,240854,medium,481708,./data/tcp_test_realistic/A/iperf_tcp_sample_003838_server06-2_to_server07-2_A.json
3839,tcp,A,server06-2,192.168.200.36,server07-2,192.168.200.40,1048576,1048576,30,214337513.66,803765676,555086,394,0.0,0.0,8.904977,238583,high,477166,./data/tcp_test_realistic/A/iperf_tcp_sample_003839_server06-2_to_server07-2_A.json
3840,tcp,A,server06-2,192.168.200.36,server07-2,192.168.200.40,1048576,1048576,30,235000000.0,881250000,608598,0,0.0,0.0,8.728666,256404,medium,512808,./data/tcp_test_realistic/A/iperf_tcp_sample_003840_server06-2_to_server07-2_A.json
3841,tcp,A,server06-2,192.168.200.36,server07-3,192.168.200.41,1048576,262144,30,235000000.0,881250000,608598,0,0.0,0.0,8.454892,248362,medium,496724,./data/tcp_test_realistic/A/iperf_tcp_sample_003841_server06-2_to_server07-3_A.json
3842,tcp,A,server06-2,192.168.200.36,server07-3,192.168.200.41,1048576,262144,30,235000000.0,881250000,608598,0,0.0,0.0,8.75655,257223,medium,514446,./data/tcp_test_realistic/A/iperf_tcp_sample_003842_server06-2_to_server07-3_A.json
3843,tcp,A,server06-2,192.168.200.36,server07-3,192.168.200.41,1048576,262144,30,235000000.0,881250000,608598,0,0.0,0.0,8.696432,255457,medium,510914,./data/tcp_test_realistic/A/iperf_tcp_sample_003843_server06-2_to_server07-3_A.json
3844,tcp,A,server06-2,192.168.200.36,server07-4,192.168.200.42,1048576,65536,30,235000000.0,881250000,608598,0,0.0,0.0,8.502467,249759,medium,499518,./data/tcp_test_realistic/A/iperf_tcp_sample_003844_server06-2_to_server07-4_A.json
3845,tcp,A,server06-2,192.168.200.36,server07-4,192.168.200.42,1048576,65536,30,235000000.0,881250000,608598,0,0.0,0.0,8.733037,256532,medium,513064,./data/tcp_test_realistic/A/iperf_tcp_sample_003845_server06-2_to_server07-4_A.json
3846,tcp,A,server06-2,192.168.200.36,server07-4,192.168.200.42,1048576,65536,30,231313039.77,867423899,599049,193,0.0,0.0,8.315317,240430,high,480860,./data/tcp_test_realistic/A/iperf_tcp_sample_003846_server06-2_to_server07-4_A.json
3847,tcp,A,server06-2,192.168.200.36,server08-1,192.168.200.43,1048576,131072,30,235000000.0,881250000,608598,0,0.0,0.0,8.39479,246596,medium,493192,./data/tcp_test_realistic/A/iperf_tcp_sample_003847_server06-2_to_server08-1_A.json
3848,tcp,A,server06-2,192.168.200.36,server08-1,192.168.200.43,1048576,131072,30,207184530.63,776941989,536562,414,0.0,0.0,9.236142,239198,high,478396,./data/tcp_test_realistic/A/iperf_tcp_sample_003848_server06-2_to_server08-1_A.json
3849,tcp,A,server06-2,192.168.200.36,server08-1,192.168.200.43,1048576,131072,30,206963907.43,776114652,535990,228,0.0,0.0,9.24718,239229,high,478458,./data/tcp_test_realistic/A/iperf_tcp_sample_003849_server06-2_to_server08-1_A.json
3850,tcp,A,server06-2,192.168.200.36,server08-2,192.168.200.44,1048576,2097152,30,235000000.0,881250000,608598,0,0.0,0.0,8.613231,253013,medium,506026,./data/tcp_test_realistic/A/iperf_tcp_sample_003850_server06-2_to_server08-2_A.json
3851,tcp,A,server06-2,192.168.200.36,server08-2,192.168.200.44,1048576,2097152,30,235000000.0,881250000,608598,0,0.0,0.0,8.360749,245596,medium,491192,./data/tcp_test_realistic/A/iperf_tcp_sample_003851_server06-2_to_server08-2_A.json
3852,tcp,A,server06-2,192.168.200.36,server08-2,192.168.200.44,1048576,2097152,30,235000000.0,881250000,608598,0,0.0,0.0,8.404852,246892,medium,493784,./data/tcp_test_realistic/A/iperf_tcp_sample_003852_server06-2_to_server08-2_A.json
3853,tcp,A,server06-2,192.168.200.36,server08-3,192.168.200.45,1048576,524288,30,235000000.0,881250000,608598,0,0.0,0.0,8.058556,236720,medium,473440,./data/tcp_test_realistic/A/iperf_tcp_sample_003853_server06-2_to_server08-3_A.json
3854,tcp,A,server06-2,192.168.200.36,server08-3,192.168.200.45,1048576,524288,30,231630052.14,868612695,599870,194,0.0,0.0,8.306857,240514,high,481028,./data/tcp_test_realistic/A/iperf_tcp_sample_003854_server06-2_to_server08-3_A.json
3855,tcp,A,server06-2,192.168.200.36,server08-3,192.168.200.45,1048576,524288,30,235000000.0,881250000,608598,0,0.0,0.0,8.596766,252529,medium,505058,./data/tcp_test_realistic/A/iperf_tcp_sample_003855_server06-2_to_server08-3_A.json
3856,tcp,A,server06-2,192.168.200.36,server08-4,192.168.200.46,1048576,262144,30,217889183.18,817084436,564284,255,0.0,0.0,8.759215,238567,high,477134,./data/tcp_test_realistic/A/iperf_tcp_sample_003856_server06-2_to_server08-4_A.json
3857,tcp,A,server06-2,192.168.200.36,server08-4,192.168.200.46,1048576,262144,30,235000000.0,881250000,608598,0,0.0,0.0,8.091746,237695,medium,475390,./data/tcp_test_realistic/A/iperf_tcp_sample_003857_server06-2_to_server08-4_A.json
3858,tcp,A,server06-2,192.168.200.36,server08-4,192.168.200.46,1048576,262144,30,212980765.22,798677869,551573,276,0.0,0.0,8.96388,238641,high,477282,./data/tcp_test_realistic/A/iperf_tcp_sample_003858_server06-2_to_server08-4_A.json
3859,tcp,A,server06-2,192.168.200.36,spine01,192.168.200.3,1048576,262144,30,226871782.59,850769184,587547,195,0.0,0.0,4.221833,119726,high,239452,./data/tcp_test_realistic/A/iperf_tcp_sample_003859_server06-2_to_spine01_A.json
3860,tcp,A,server06-2,192.168.200.36,spine01,192.168.200.3,1048576,262144,30,235000000.0,881250000,608598,0,0.0,0.0,4.219371,123944,medium,247888,./data/tcp_test_realistic/A/iperf_tcp_sample_003860_server06-2_to_spine01_A.json
3861,tcp,A,server06-2,192.168.200.36,spine01,192.168.200.3,1048576,262144,30,235000000.0,881250000,608598,0,0.0,0.0,4.380007,128662,medium,257324,./data/tcp_test_realistic/A/iperf_tcp_sample_003861_server06-2_to_spine01_A.json
3862,tcp,A,server06-2,192.168.200.36,spine02,192.168.200.4,1048576,131072,30,235000000.0,881250000,608598,0,0.0,0.0,4.328171,127140,medium,254280,./data/tcp_test_realistic/A/iperf_tcp_sample_003862_server06-2_to_spine02_A.json
3863,tcp,A,server06-2,192.168.200.36,spine02,192.168.200.4,1048576,131072,30,219050063.47,821437738,567291,183,0.0,0.0,4.357092,119302,high,238604,./data/tcp_test_realistic/A/iperf_tcp_sample_003863_server06-2_to_spine02_A.json
3864,tcp,A,server06-2,192.168.200.36,spine02,192.168.200.4,1048576,131072,30,235000000.0,881250000,608598,0,0.0,0.0,4.040206,118681,medium,237362,./data/tcp_test_realistic/A/iperf_tcp_sample_003864_server06-2_to_spine02_A.json
3865,tcp,A,server06-2,192.168.200.36,spine03,192.168.200.5,1048576,131072,30,235000000.0,881250000,608598,0,0.0,0.0,4.213862,123782,medium,247564,./data/tcp_test_realistic/A/iperf_tcp_sample_003865_server06-2_to_spine03_A.json
3866,tcp,A,server06-2,192.168.200.36,spine03,192.168.200.5,1048576,131072,30,235000000.0,881250000,608598,0,0.0,0.0,4.031034,118411,medium,236822,./data/tcp_test_realistic/A/iperf_tcp_sample_003866_server06-2_to_spine03_A.json
3867,tcp,A,server06-2,192.168.200.36,spine03,192.168.200.5,1048576,131072,30,225588038.63,845955144,584223,248,0.0,0.0,4.242084,119620,high,239240,./data/tcp_test_realistic/A/iperf_tcp_sample_003867_server06-2_to_spine03_A.json
3868,tcp,A,server06-2,192.168.200.36,spine04,192.168.200.6,1048576,262144,30,235000000.0,881250000,608598,0,0.0,0.0,4.143235,121707,medium,243414,./data/tcp_test_realistic/A/iperf_tcp_sample_003868_server06-2_to_spine04_A.json
3869,tcp,A,server06-2,192.168.200.36,spine04,192.168.200.6,1048576,262144,30,235000000.0,881250000,608598,0,0.0,0.0,4.013778,117904,medium,235808,./data/tcp_test_realistic/A/iperf_tcp_sample_003869_server06-2_to_spine04_A.json
3870,tcp,A,server06-2,192.168.200.36,spine04,192.168.200.6,1048576,262144,30,233373694.8,875151355,604386,100,0.0,0.0,4.131008,120508,high,241016,./data/tcp_test_realistic/A/iperf_tcp_sample_003870_server06-2_to_spine04_A.json
