sample_id,protocol,scenario,client_name,client_ip,server_name,server_ip,client_buffer_bytes,server_buffer_bytes,duration,avg_bps,total_bytes,total_packets,total_lost_or_retrans,packet_loss_rate,avg_jitter_ms,congestion_level,recommended_buffer_bytes,file_path
4927,udp,A,server08-3,192.168.200.45,server01-1,192.168.200.15,524288,2097152,30,250000000.0,937500000,1035911,632,0.000611,8.237784,low,65536,./data/udp_test/A/iperf_udp_sample_004927_server08-3_to_server01-1_A.json
4928,udp,A,server08-3,192.168.200.45,server01-1,192.168.200.15,524288,2097152,30,250000000.0,937500000,1035911,538,0.00052,8.663357,low,65536,./data/udp_test/A/iperf_udp_sample_004928_server08-3_to_server01-1_A.json
4929,udp,A,server08-3,192.168.200.45,server01-1,192.168.200.15,524288,2097152,30,250000000.0,937500000,1035911,612,0.000591,8.323022,low,65536,./data/udp_test/A/iperf_udp_sample_004929_server08-3_to_server01-1_A.json
4930,udp,A,server08-3,192.168.200.45,server01-2,192.168.200.16,524288,65536,30,250000000.0,937500000,1035911,727,0.000702,8.623533,low,65536,./data/udp_test/A/iperf_udp_sample_004930_server08-3_to_server01-2_A.json
4931,udp,A,server08-3,192.168.200.45,server01-2,192.168.200.16,524288,65536,30,250000000.0,937500000,1035911,849,0.00082,8.670983,low,65536,./data/udp_test/A/iperf_udp_sample_004931_server08-3_to_server01-2_A.json
4932,udp,A,server08-3,192.168.200.45,server01-2,192.168.200.16,524288,65536,30,250000000.0,937500000,1035911,812,0.000785,8.092815,low,65536,./data/udp_test/A/iperf_udp_sample_004932_server08-3_to_server01-2_A.json
4933,udp,A,server08-3,192.168.200.45,server01-3,192.168.200.17,524288,2097152,30,250000000.0,937500000,1035911,5,5e-06,8.450137,low,65536,./data/udp_test/A/iperf_udp_sample_004933_server08-3_to_server01-3_A.json
4934,udp,A,server08-3,192.168.200.45,server01-3,192.168.200.17,524288,2097152,30,250000000.0,937500000,1035911,245,0.000237,8.560101,low,65536,./data/udp_test/A/iperf_udp_sample_004934_server08-3_to_server01-3_A.json
4935,udp,A,server08-3,192.168.200.45,server01-3,192.168.200.17,524288,2097152,30,250000000.0,937500000,1035911,731,0.000706,8.922659,low,65536,./data/udp_test/A/iperf_udp_sample_004935_server08-3_to_server01-3_A.json
4936,udp,A,server08-3,192.168.200.45,server01-4,192.168.200.18,524288,2097152,30,250000000.0,937500000,1035911,980,0.000946,8.338724,low,65536,./data/udp_test/A/iperf_udp_sample_004936_server08-3_to_server01-4_A.json
4937,udp,A,server08-3,192.168.200.45,server01-4,192.168.200.18,524288,2097152,30,250000000.0,937500000,1035911,299,0.000289,8.766702,low,65536,./data/udp_test/A/iperf_udp_sample_004937_server08-3_to_server01-4_A.json
4938,udp,A,server08-3,192.168.200.45,server01-4,192.168.200.18,524288,2097152,30,250000000.0,937500000,1035911,700,0.000677,8.479034,low,65536,./data/udp_test/A/iperf_udp_sample_004938_server08-3_to_server01-4_A.json
4939,udp,A,server08-3,192.168.200.45,server02-1,192.168.200.19,524288,1048576,30,250000000.0,937500000,1035911,72,7e-05,8.240177,low,65536,./data/udp_test/A/iperf_udp_sample_004939_server08-3_to_server02-1_A.json
4940,udp,A,server08-3,192.168.200.45,server02-1,192.168.200.19,524288,1048576,30,250000000.0,937500000,1035911,926,0.000895,8.623377,low,65536,./data/udp_test/A/iperf_udp_sample_004940_server08-3_to_server02-1_A.json
4941,udp,A,server08-3,192.168.200.45,server02-1,192.168.200.19,524288,1048576,30,250000000.0,937500000,1035911,755,0.000729,8.542149,low,65536,./data/udp_test/A/iperf_udp_sample_004941_server08-3_to_server02-1_A.json
4942,udp,A,server08-3,192.168.200.45,server02-2,192.168.200.20,524288,65536,30,250000000.0,937500000,1035911,235,0.000228,8.270239,low,65536,./data/udp_test/A/iperf_udp_sample_004942_server08-3_to_server02-2_A.json
4943,udp,A,server08-3,192.168.200.45,server02-2,192.168.200.20,524288,65536,30,250000000.0,937500000,1035911,127,0.000123,8.303723,low,65536,./data/udp_test/A/iperf_udp_sample_004943_server08-3_to_server02-2_A.json
4944,udp,A,server08-3,192.168.200.45,server02-2,192.168.200.20,524288,65536,30,250000000.0,937500000,1035911,931,0.000899,8.130639,low,65536,./data/udp_test/A/iperf_udp_sample_004944_server08-3_to_server02-2_A.json
4945,udp,A,server08-3,192.168.200.45,server02-3,192.168.200.21,524288,1048576,30,250000000.0,937500000,1035911,448,0.000432,8.808035,low,65536,./data/udp_test/A/iperf_udp_sample_004945_server08-3_to_server02-3_A.json
4946,udp,A,server08-3,192.168.200.45,server02-3,192.168.200.21,524288,1048576,30,250000000.0,937500000,1035911,1029,0.000993,8.376021,low,65536,./data/udp_test/A/iperf_udp_sample_004946_server08-3_to_server02-3_A.json
4947,udp,A,server08-3,192.168.200.45,server02-3,192.168.200.21,524288,1048576,30,250000000.0,937500000,1035911,519,0.000502,8.538947,low,65536,./data/udp_test/A/iperf_udp_sample_004947_server08-3_to_server02-3_A.json
4948,udp,A,server08-3,192.168.200.45,server02-4,192.168.200.22,524288,524288,30,250000000.0,937500000,1035911,1030,0.000995,8.650962,low,65536,./data/udp_test/A/iperf_udp_sample_004948_server08-3_to_server02-4_A.json
4949,udp,A,server08-3,192.168.200.45,server02-4,192.168.200.22,524288,524288,30,250000000.0,937500000,1035911,950,0.000917,8.12115,low,65536,./data/udp_test/A/iperf_udp_sample_004949_server08-3_to_server02-4_A.json
4950,udp,A,server08-3,192.168.200.45,server02-4,192.168.200.22,524288,524288,30,250000000.0,937500000,1035911,707,0.000683,8.820093,low,65536,./data/udp_test/A/iperf_udp_sample_004950_server08-3_to_server02-4_A.json
4951,udp,A,server08-3,192.168.200.45,server03-1,192.168.200.23,524288,65536,30,250000000.0,937500000,1035911,328,0.000317,8.663449,low,65536,./data/udp_test/A/iperf_udp_sample_004951_server08-3_to_server03-1_A.json
4952,udp,A,server08-3,192.168.200.45,server03-1,192.168.200.23,524288,65536,30,250000000.0,937500000,1035911,568,0.000549,8.627051,low,65536,./data/udp_test/A/iperf_udp_sample_004952_server08-3_to_server03-1_A.json
4953,udp,A,server08-3,192.168.200.45,server03-1,192.168.200.23,524288,65536,30,250000000.0,937500000,1035911,248,0.00024,8.575077,low,65536,./data/udp_test/A/iperf_udp_sample_004953_server08-3_to_server03-1_A.json
4954,udp,A,server08-3,192.168.200.45,server03-2,192.168.200.24,524288,65536,30,250000000.0,937500000,1035911,320,0.00031,8.81903,low,65536,./data/udp_test/A/iperf_udp_sample_004954_server08-3_to_server03-2_A.json
4955,udp,A,server08-3,192.168.200.45,server03-2,192.168.200.24,524288,65536,30,250000000.0,937500000,1035911,537,0.000519,8.446066,low,65536,./data/udp_test/A/iperf_udp_sample_004955_server08-3_to_server03-2_A.json
4956,udp,A,server08-3,192.168.200.45,server03-2,192.168.200.24,524288,65536,30,250000000.0,937500000,1035911,480,0.000464,8.329254,low,65536,./data/udp_test/A/iperf_udp_sample_004956_server08-3_to_server03-2_A.json
4957,udp,A,server08-3,192.168.200.45,server03-3,192.168.200.25,524288,65536,30,250000000.0,937500000,1035911,1009,0.000974,8.487136,low,65536,./data/udp_test/A/iperf_udp_sample_004957_server08-3_to_server03-3_A.json
4958,udp,A,server08-3,192.168.200.45,server03-3,192.168.200.25,524288,65536,30,250000000.0,937500000,1035911,804,0.000776,8.892311,low,65536,./data/udp_test/A/iperf_udp_sample_004958_server08-3_to_server03-3_A.json
4959,udp,A,server08-3,192.168.200.45,server03-3,192.168.200.25,524288,65536,30,250000000.0,937500000,1035911,775,0.000749,8.828613,low,65536,./data/udp_test/A/iperf_udp_sample_004959_server08-3_to_server03-3_A.json
4960,udp,A,server08-3,192.168.200.45,server03-4,192.168.200.26,524288,131072,30,250000000.0,937500000,1035911,99,9.6e-05,8.027044,low,65536,./data/udp_test/A/iperf_udp_sample_004960_server08-3_to_server03-4_A.json
4961,udp,A,server08-3,192.168.200.45,server03-4,192.168.200.26,524288,131072,30,250000000.0,937500000,1035911,753,0.000727,8.597874,low,65536,./data/udp_test/A/iperf_udp_sample_004961_server08-3_to_server03-4_A.json
4962,udp,A,server08-3,192.168.200.45,server03-4,192.168.200.26,524288,131072,30,250000000.0,937500000,1035911,985,0.000951,8.133356,low,65536,./data/udp_test/A/iperf_udp_sample_004962_server08-3_to_server03-4_A.json
4963,udp,A,server08-3,192.168.200.45,server04-1,192.168.200.27,524288,131072,30,250000000.0,937500000,1035911,757,0.000731,8.7174,low,65536,./data/udp_test/A/iperf_udp_sample_004963_server08-3_to_server04-1_A.json
4964,udp,A,server08-3,192.168.200.45,server04-1,192.168.200.27,524288,131072,30,250000000.0,937500000,1035911,805,0.000777,8.086142,low,65536,./data/udp_test/A/iperf_udp_sample_004964_server08-3_to_server04-1_A.json
4965,udp,A,server08-3,192.168.200.45,server04-1,192.168.200.27,524288,131072,30,250000000.0,937500000,1035911,439,0.000424,8.710759,low,65536,./data/udp_test/A/iperf_udp_sample_004965_server08-3_to_server04-1_A.json
4966,udp,A,server08-3,192.168.200.45,server04-2,192.168.200.28,524288,1048576,30,250000000.0,937500000,1035911,1005,0.000971,8.910958,low,65536,./data/udp_test/A/iperf_udp_sample_004966_server08-3_to_server04-2_A.json
4967,udp,A,server08-3,192.168.200.45,server04-2,192.168.200.28,524288,1048576,30,250000000.0,937500000,1035911,945,0.000913,8.839569,low,65536,./data/udp_test/A/iperf_udp_sample_004967_server08-3_to_server04-2_A.json
4968,udp,A,server08-3,192.168.200.45,server04-2,192.168.200.28,524288,1048576,30,250000000.0,937500000,1035911,966,0.000933,8.853873,low,65536,./data/udp_test/A/iperf_udp_sample_004968_server08-3_to_server04-2_A.json
4969,udp,A,server08-3,192.168.200.45,server04-3,192.168.200.29,524288,1048576,30,250000000.0,937500000,1035911,893,0.000863,8.074209,low,65536,./data/udp_test/A/iperf_udp_sample_004969_server08-3_to_server04-3_A.json
4970,udp,A,server08-3,192.168.200.45,server04-3,192.168.200.29,524288,1048576,30,250000000.0,937500000,1035911,778,0.000751,8.625499,low,65536,./data/udp_test/A/iperf_udp_sample_004970_server08-3_to_server04-3_A.json
4971,udp,A,server08-3,192.168.200.45,server04-3,192.168.200.29,524288,1048576,30,250000000.0,937500000,1035911,674,0.000651,8.231542,low,65536,./data/udp_test/A/iperf_udp_sample_004971_server08-3_to_server04-3_A.json
4972,udp,A,server08-3,192.168.200.45,server04-4,192.168.200.30,524288,65536,30,250000000.0,937500000,1035911,13,1.3e-05,8.269558,low,65536,./data/udp_test/A/iperf_udp_sample_004972_server08-3_to_server04-4_A.json
4973,udp,A,server08-3,192.168.200.45,server04-4,192.168.200.30,524288,65536,30,250000000.0,937500000,1035911,903,0.000873,8.854301,low,65536,./data/udp_test/A/iperf_udp_sample_004973_server08-3_to_server04-4_A.json
4974,udp,A,server08-3,192.168.200.45,server04-4,192.168.200.30,524288,65536,30,250000000.0,937500000,1035911,771,0.000745,8.841708,low,65536,./data/udp_test/A/iperf_udp_sample_004974_server08-3_to_server04-4_A.json
4975,udp,A,server08-3,192.168.200.45,server05-1,192.168.200.31,524288,1048576,30,250000000.0,937500000,1035911,172,0.000167,8.800477,low,65536,./data/udp_test/A/iperf_udp_sample_004975_server08-3_to_server05-1_A.json
4976,udp,A,server08-3,192.168.200.45,server05-1,192.168.200.31,524288,1048576,30,250000000.0,937500000,1035911,91,8.8e-05,8.862927,low,65536,./data/udp_test/A/iperf_udp_sample_004976_server08-3_to_server05-1_A.json
4977,udp,A,server08-3,192.168.200.45,server05-1,192.168.200.31,524288,1048576,30,250000000.0,937500000,1035911,596,0.000576,8.469741,low,65536,./data/udp_test/A/iperf_udp_sample_004977_server08-3_to_server05-1_A.json
4978,udp,A,server08-3,192.168.200.45,server05-2,192.168.200.32,524288,131072,30,250000000.0,937500000,1035911,854,0.000825,8.209559,low,65536,./data/udp_test/A/iperf_udp_sample_004978_server08-3_to_server05-2_A.json
4979,udp,A,server08-3,192.168.200.45,server05-2,192.168.200.32,524288,131072,30,250000000.0,937500000,1035911,591,0.000571,8.228898,low,65536,./data/udp_test/A/iperf_udp_sample_004979_server08-3_to_server05-2_A.json
4980,udp,A,server08-3,192.168.200.45,server05-2,192.168.200.32,524288,131072,30,250000000.0,937500000,1035911,586,0.000566,8.42166,low,65536,./data/udp_test/A/iperf_udp_sample_004980_server08-3_to_server05-2_A.json
4981,udp,A,server08-3,192.168.200.45,server05-3,192.168.200.33,524288,2097152,30,250000000.0,937500000,1035911,989,0.000955,8.906562,low,65536,./data/udp_test/A/iperf_udp_sample_004981_server08-3_to_server05-3_A.json
4982,udp,A,server08-3,192.168.200.45,server05-3,192.168.200.33,524288,2097152,30,250000000.0,937500000,1035911,1007,0.000972,8.646081,low,65536,./data/udp_test/A/iperf_udp_sample_004982_server08-3_to_server05-3_A.json
4983,udp,A,server08-3,192.168.200.45,server05-3,192.168.200.33,524288,2097152,30,250000000.0,937500000,1035911,505,0.000488,8.952617,low,65536,./data/udp_test/A/iperf_udp_sample_004983_server08-3_to_server05-3_A.json
4984,udp,A,server08-3,192.168.200.45,server05-4,192.168.200.34,524288,2097152,30,250000000.0,937500000,1035911,348,0.000337,8.410353,low,65536,./data/udp_test/A/iperf_udp_sample_004984_server08-3_to_server05-4_A.json
4985,udp,A,server08-3,192.168.200.45,server05-4,192.168.200.34,524288,2097152,30,250000000.0,937500000,1035911,1035,0.000999,8.522862,low,65536,./data/udp_test/A/iperf_udp_sample_004985_server08-3_to_server05-4_A.json
4986,udp,A,server08-3,192.168.200.45,server05-4,192.168.200.34,524288,2097152,30,250000000.0,937500000,1035911,665,0.000643,8.324335,low,65536,./data/udp_test/A/iperf_udp_sample_004986_server08-3_to_server05-4_A.json
4987,udp,A,server08-3,192.168.200.45,server06-1,192.168.200.35,524288,2097152,30,250000000.0,937500000,1035911,515,0.000498,8.522121,low,65536,./data/udp_test/A/iperf_udp_sample_004987_server08-3_to_server06-1_A.json
4988,udp,A,server08-3,192.168.200.45,server06-1,192.168.200.35,524288,2097152,30,250000000.0,937500000,1035911,69,6.7e-05,8.049899,low,65536,./data/udp_test/A/iperf_udp_sample_004988_server08-3_to_server06-1_A.json
4989,udp,A,server08-3,192.168.200.45,server06-1,192.168.200.35,524288,2097152,30,250000000.0,937500000,1035911,504,0.000487,8.457486,low,65536,./data/udp_test/A/iperf_udp_sample_004989_server08-3_to_server06-1_A.json
4990,udp,A,server08-3,192.168.200.45,server06-2,192.168.200.36,524288,1048576,30,250000000.0,937500000,1035911,735,0.00071,8.633219,low,65536,./data/udp_test/A/iperf_udp_sample_004990_server08-3_to_server06-2_A.json
4991,udp,A,server08-3,192.168.200.45,server06-2,192.168.200.36,524288,1048576,30,250000000.0,937500000,1035911,243,0.000235,8.009948,low,65536,./data/udp_test/A/iperf_udp_sample_004991_server08-3_to_server06-2_A.json
4992,udp,A,server08-3,192.168.200.45,server06-2,192.168.200.36,524288,1048576,30,250000000.0,937500000,1035911,334,0.000323,8.134523,low,65536,./data/udp_test/A/iperf_udp_sample_004992_server08-3_to_server06-2_A.json
4993,udp,A,server08-3,192.168.200.45,server06-3,192.168.200.37,524288,524288,30,250000000.0,937500000,1035911,105,0.000102,8.541383,low,65536,./data/udp_test/A/iperf_udp_sample_004993_server08-3_to_server06-3_A.json
4994,udp,A,server08-3,192.168.200.45,server06-3,192.168.200.37,524288,524288,30,250000000.0,937500000,1035911,444,0.000429,8.265933,low,65536,./data/udp_test/A/iperf_udp_sample_004994_server08-3_to_server06-3_A.json
4995,udp,A,server08-3,192.168.200.45,server06-3,192.168.200.37,524288,524288,30,250000000.0,937500000,1035911,1011,0.000976,8.384693,low,65536,./data/udp_test/A/iperf_udp_sample_004995_server08-3_to_server06-3_A.json
4996,udp,A,server08-3,192.168.200.45,server06-4,192.168.200.38,524288,131072,30,250000000.0,937500000,1035911,920,0.000888,8.331419,low,65536,./data/udp_test/A/iperf_udp_sample_004996_server08-3_to_server06-4_A.json
4997,udp,A,server08-3,192.168.200.45,server06-4,192.168.200.38,524288,131072,30,250000000.0,937500000,1035911,606,0.000586,8.011209,low,65536,./data/udp_test/A/iperf_udp_sample_004997_server08-3_to_server06-4_A.json
4998,udp,A,server08-3,192.168.200.45,server06-4,192.168.200.38,524288,131072,30,250000000.0,937500000,1035911,646,0.000624,8.70659,low,65536,./data/udp_test/A/iperf_udp_sample_004998_server08-3_to_server06-4_A.json
4999,udp,A,server08-3,192.168.200.45,server07-1,192.168.200.39,524288,524288,30,250000000.0,937500000,1035911,434,0.000419,8.746963,low,65536,./data/udp_test/A/iperf_udp_sample_004999_server08-3_to_server07-1_A.json
5000,udp,A,server08-3,192.168.200.45,server07-1,192.168.200.39,524288,524288,30,250000000.0,937500000,1035911,442,0.000427,8.161165,low,65536,./data/udp_test/A/iperf_udp_sample_005000_server08-3_to_server07-1_A.json
5001,udp,A,server08-3,192.168.200.45,server07-1,192.168.200.39,524288,524288,30,250000000.0,937500000,1035911,118,0.000114,8.160318,low,65536,./data/udp_test/A/iperf_udp_sample_005001_server08-3_to_server07-1_A.json
5002,udp,A,server08-3,192.168.200.45,server07-2,192.168.200.40,524288,1048576,30,250000000.0,937500000,1035911,962,0.000929,8.128459,low,65536,./data/udp_test/A/iperf_udp_sample_005002_server08-3_to_server07-2_A.json
5003,udp,A,server08-3,192.168.200.45,server07-2,192.168.200.40,524288,1048576,30,250000000.0,937500000,1035911,122,0.000118,8.750691,low,65536,./data/udp_test/A/iperf_udp_sample_005003_server08-3_to_server07-2_A.json
5004,udp,A,server08-3,192.168.200.45,server07-2,192.168.200.40,524288,1048576,30,250000000.0,937500000,1035911,467,0.000451,8.841237,low,65536,./data/udp_test/A/iperf_udp_sample_005004_server08-3_to_server07-2_A.json
5005,udp,A,server08-3,192.168.200.45,server07-3,192.168.200.41,524288,262144,30,250000000.0,937500000,1035911,474,0.000458,8.074137,low,65536,./data/udp_test/A/iperf_udp_sample_005005_server08-3_to_server07-3_A.json
5006,udp,A,server08-3,192.168.200.45,server07-3,192.168.200.41,524288,262144,30,250000000.0,937500000,1035911,363,0.00035,8.420272,low,65536,./data/udp_test/A/iperf_udp_sample_005006_server08-3_to_server07-3_A.json
5007,udp,A,server08-3,192.168.200.45,server07-3,192.168.200.41,524288,262144,30,250000000.0,937500000,1035911,202,0.000195,8.177952,low,65536,./data/udp_test/A/iperf_udp_sample_005007_server08-3_to_server07-3_A.json
5008,udp,A,server08-3,192.168.200.45,server07-4,192.168.200.42,524288,65536,30,250000000.0,937500000,1035911,905,0.000874,8.194371,low,65536,./data/udp_test/A/iperf_udp_sample_005008_server08-3_to_server07-4_A.json
5009,udp,A,server08-3,192.168.200.45,server07-4,192.168.200.42,524288,65536,30,250000000.0,937500000,1035911,744,0.000719,8.272871,low,65536,./data/udp_test/A/iperf_udp_sample_005009_server08-3_to_server07-4_A.json
5010,udp,A,server08-3,192.168.200.45,server07-4,192.168.200.42,524288,65536,30,250000000.0,937500000,1035911,554,0.000535,8.792623,low,65536,./data/udp_test/A/iperf_udp_sample_005010_server08-3_to_server07-4_A.json
5011,udp,A,server08-3,192.168.200.45,server08-1,192.168.200.43,524288,131072,30,250000000.0,937500000,1035911,627,0.000606,4.26696,low,65536,./data/udp_test/A/iperf_udp_sample_005011_server08-3_to_server08-1_A.json
5012,udp,A,server08-3,192.168.200.45,server08-1,192.168.200.43,524288,131072,30,250000000.0,937500000,1035911,958,0.000926,4.165958,low,65536,./data/udp_test/A/iperf_udp_sample_005012_server08-3_to_server08-1_A.json
5013,udp,A,server08-3,192.168.200.45,server08-1,192.168.200.43,524288,131072,30,250000000.0,937500000,1035911,846,0.000817,4.313171,low,65536,./data/udp_test/A/iperf_udp_sample_005013_server08-3_to_server08-1_A.json
5014,udp,A,server08-3,192.168.200.45,server08-2,192.168.200.44,524288,2097152,30,250000000.0,937500000,1035911,718,0.000694,4.413826,low,65536,./data/udp_test/A/iperf_udp_sample_005014_server08-3_to_server08-2_A.json
5015,udp,A,server08-3,192.168.200.45,server08-2,192.168.200.44,524288,2097152,30,250000000.0,937500000,1035911,924,0.000892,4.19843,low,65536,./data/udp_test/A/iperf_udp_sample_005015_server08-3_to_server08-2_A.json
5016,udp,A,server08-3,192.168.200.45,server08-2,192.168.200.44,524288,2097152,30,250000000.0,937500000,1035911,328,0.000317,4.385228,low,65536,./data/udp_test/A/iperf_udp_sample_005016_server08-3_to_server08-2_A.json
5017,udp,A,server08-3,192.168.200.45,server08-4,192.168.200.46,524288,262144,30,250000000.0,937500000,1035911,7,7e-06,4.457659,low,65536,./data/udp_test/A/iperf_udp_sample_005017_server08-3_to_server08-4_A.json
5018,udp,A,server08-3,192.168.200.45,server08-4,192.168.200.46,524288,262144,30,250000000.0,937500000,1035911,548,0.00053,4.462052,low,65536,./data/udp_test/A/iperf_udp_sample_005018_server08-3_to_server08-4_A.json
5019,udp,A,server08-3,192.168.200.45,server08-4,192.168.200.46,524288,262144,30,250000000.0,937500000,1035911,687,0.000664,4.437031,low,65536,./data/udp_test/A/iperf_udp_sample_005019_server08-3_to_server08-4_A.json
5020,udp,A,server08-3,192.168.200.45,spine01,192.168.200.3,524288,262144,30,250000000.0,937500000,1035911,1002,0.000968,4.299615,low,65536,./data/udp_test/A/iperf_udp_sample_005020_server08-3_to_spine01_A.json
5021,udp,A,server08-3,192.168.200.45,spine01,192.168.200.3,524288,262144,30,250000000.0,937500000,1035911,486,0.00047,4.210529,low,65536,./data/udp_test/A/iperf_udp_sample_005021_server08-3_to_spine01_A.json
5022,udp,A,server08-3,192.168.200.45,spine01,192.168.200.3,524288,262144,30,250000000.0,937500000,1035911,682,0.000658,4.149207,low,65536,./data/udp_test/A/iperf_udp_sample_005022_server08-3_to_spine01_A.json
5023,udp,A,server08-3,192.168.200.45,spine02,192.168.200.4,524288,131072,30,250000000.0,937500000,1035911,168,0.000163,4.275558,low,65536,./data/udp_test/A/iperf_udp_sample_005023_server08-3_to_spine02_A.json
5024,udp,A,server08-3,192.168.200.45,spine02,192.168.200.4,524288,131072,30,250000000.0,937500000,1035911,899,0.000868,4.372732,low,65536,./data/udp_test/A/iperf_udp_sample_005024_server08-3_to_spine02_A.json
5025,udp,A,server08-3,192.168.200.45,spine02,192.168.200.4,524288,131072,30,250000000.0,937500000,1035911,695,0.000672,4.360278,low,65536,./data/udp_test/A/iperf_udp_sample_005025_server08-3_to_spine02_A.json
5026,udp,A,server08-3,192.168.200.45,spine03,192.168.200.5,524288,131072,30,250000000.0,937500000,1035911,502,0.000485,4.313025,low,65536,./data/udp_test/A/iperf_udp_sample_005026_server08-3_to_spine03_A.json
5027,udp,A,server08-3,192.168.200.45,spine03,192.168.200.5,524288,131072,30,250000000.0,937500000,1035911,903,0.000872,4.373445,low,65536,./data/udp_test/A/iperf_udp_sample_005027_server08-3_to_spine03_A.json
5028,udp,A,server08-3,192.168.200.45,spine03,192.168.200.5,524288,131072,30,250000000.0,937500000,1035911,529,0.000511,4.059692,low,65536,./data/udp_test/A/iperf_udp_sample_005028_server08-3_to_spine03_A.json
5029,udp,A,server08-3,192.168.200.45,spine04,192.168.200.6,524288,262144,30,250000000.0,937500000,1035911,38,3.7e-05,4.275805,low,65536,./data/udp_test/A/iperf_udp_sample_005029_server08-3_to_spine04_A.json
5030,udp,A,server08-3,192.168.200.45,spine04,192.168.200.6,524288,262144,30,250000000.0,937500000,1035911,236,0.000228,4.370454,low,65536,./data/udp_test/A/iperf_udp_sample_005030_server08-3_to_spine04_A.json
5031,udp,A,server08-3,192.168.200.45,spine04,192.168.200.6,524288,262144,30,250000000.0,937500000,1035911,647,0.000625,4.386869,low,65536,./data/udp_test/A/iperf_udp_sample_005031_server08-3_to_spine04_A.json
5032,udp,A,server08-4,192.168.200.46,leaf01,192.168.200.7,262144,2097152,30,250000000.0,937500000,1035911,641,0.00062,6.008494,low,65536,./data/udp_test/A/iperf_udp_sample_005032_server08-4_to_leaf01_A.json
5033,udp,A,server08-4,192.168.200.46,leaf01,192.168.200.7,262144,2097152,30,250000000.0,937500000,1035911,690,0.000667,6.079139,low,65536,./data/udp_test/A/iperf_udp_sample_005033_server08-4_to_leaf01_A.json
5034,udp,A,server08-4,192.168.200.46,leaf01,192.168.200.7,262144,2097152,30,250000000.0,937500000,1035911,69,6.8e-05,6.321329,low,65536,./data/udp_test/A/iperf_udp_sample_005034_server08-4_to_leaf01_A.json
5035,udp,A,server08-4,192.168.200.46,leaf02,192.168.200.8,262144,65536,30,250000000.0,937500000,1035911,691,0.000668,6.191272,low,65536,./data/udp_test/A/iperf_udp_sample_005035_server08-4_to_leaf02_A.json
5036,udp,A,server08-4,192.168.200.46,leaf02,192.168.200.8,262144,65536,30,250000000.0,937500000,1035911,583,0.000563,6.4641,low,65536,./data/udp_test/A/iperf_udp_sample_005036_server08-4_to_leaf02_A.json
5037,udp,A,server08-4,192.168.200.46,leaf02,192.168.200.8,262144,65536,30,250000000.0,937500000,1035911,40,3.9e-05,6.119083,low,65536,./data/udp_test/A/iperf_udp_sample_005037_server08-4_to_leaf02_A.json
5038,udp,A,server08-4,192.168.200.46,leaf03,192.168.200.9,262144,65536,30,250000000.0,937500000,1035911,200,0.000193,6.445049,low,65536,./data/udp_test/A/iperf_udp_sample_005038_server08-4_to_leaf03_A.json
5039,udp,A,server08-4,192.168.200.46,leaf03,192.168.200.9,262144,65536,30,250000000.0,937500000,1035911,378,0.000366,6.573839,low,65536,./data/udp_test/A/iperf_udp_sample_005039_server08-4_to_leaf03_A.json
5040,udp,A,server08-4,192.168.200.46,leaf03,192.168.200.9,262144,65536,30,250000000.0,937500000,1035911,710,0.000686,6.364866,low,65536,./data/udp_test/A/iperf_udp_sample_005040_server08-4_to_leaf03_A.json
5041,udp,A,server08-4,192.168.200.46,leaf04,192.168.200.10,262144,2097152,30,250000000.0,937500000,1035911,18,1.8e-05,6.524934,low,65536,./data/udp_test/A/iperf_udp_sample_005041_server08-4_to_leaf04_A.json
5042,udp,A,server08-4,192.168.200.46,leaf04,192.168.200.10,262144,2097152,30,250000000.0,937500000,1035911,432,0.000418,6.635901,low,65536,./data/udp_test/A/iperf_udp_sample_005042_server08-4_to_leaf04_A.json
5043,udp,A,server08-4,192.168.200.46,leaf04,192.168.200.10,262144,2097152,30,250000000.0,937500000,1035911,479,0.000463,6.616758,low,65536,./data/udp_test/A/iperf_udp_sample_005043_server08-4_to_leaf04_A.json
5044,udp,A,server08-4,192.168.200.46,leaf05,192.168.200.11,262144,262144,30,250000000.0,937500000,1035911,960,0.000927,6.340433,low,65536,./data/udp_test/A/iperf_udp_sample_005044_server08-4_to_leaf05_A.json
5045,udp,A,server08-4,192.168.200.46,leaf05,192.168.200.11,262144,262144,30,250000000.0,937500000,1035911,1001,0.000967,6.516119,low,65536,./data/udp_test/A/iperf_udp_sample_005045_server08-4_to_leaf05_A.json
5046,udp,A,server08-4,192.168.200.46,leaf05,192.168.200.11,262144,262144,30,250000000.0,937500000,1035911,706,0.000682,6.254008,low,65536,./data/udp_test/A/iperf_udp_sample_005046_server08-4_to_leaf05_A.json
5047,udp,A,server08-4,192.168.200.46,leaf06,192.168.200.12,262144,131072,30,250000000.0,937500000,1035911,1018,0.000983,6.521063,low,65536,./data/udp_test/A/iperf_udp_sample_005047_server08-4_to_leaf06_A.json
5048,udp,A,server08-4,192.168.200.46,leaf06,192.168.200.12,262144,131072,30,250000000.0,937500000,1035911,284,0.000275,6.199995,low,65536,./data/udp_test/A/iperf_udp_sample_005048_server08-4_to_leaf06_A.json
5049,udp,A,server08-4,192.168.200.46,leaf06,192.168.200.12,262144,131072,30,250000000.0,937500000,1035911,612,0.000591,6.367944,low,65536,./data/udp_test/A/iperf_udp_sample_005049_server08-4_to_leaf06_A.json
